8-12 22-18 12-17 20-13 10-17 21-12 9-16 27-22 4-9 31-27 0-4 25-21 5-10 28-25 10-13 23-19 4-8 27-23 8-12 19-15 2-5 30-27 5-10 18-14 11-18 21-14-5 1-10 22-19 12-17 19-14 10-19 23-14 6-11 15-6 3-10-19 25-21 9-12 27-23 19-22 26-19 17-26 29-22 12-17 19-14 17-21 22-19 13-18 14-11 7-14 19-10 21-26 23-19 26-29 19-14 29-26 14-11 26-21 11-6 21-17 6-2 16-20 10-6 18-22 6-3 20-25 3-7 25-29 7-3 29-25 3-7 25-21 2-6 22-27 6-10 27-31 7-11 31-27 11-7 27-22 7-11 17-12 10-13 21-18 13-10 22-19 11-15 18-22 24-20 19-23	1/2-1/2
8-12 22-18 12-17 20-13 10-17 21-12 9-16 23-19 6-10 19-15 3-6 26-21 4-9 27-22 10-13 21-17 13-20 24-17 5-10 31-27 0-4 18-13 9-18 22-13 11-14 27-23 14-18 30-27 10-14 29-26 6-11 15-6 2-11 26-22 18-21 25-18 14-21 13-10 16-20 10-6 20-25 6-2 25-29 2-6 11-15 6-10 21-26 17-12 4-8 12-9 26-30 22-18 15-19 23-14 30-23 9-5 29-26 5-2 26-21 10-6 23-19 14-10 21-14-5 2-9 19-15 9-13 7-11 13-18 8-12 18-22 11-14 6-10 14-19 22-18 19-23 18-22 15-11 10-13 11-6 13-9 12-16 9-13 1-5 13-17 5-10 17-21 6-11 21-26 16-20 26-29 20-24 29-26 11-15 26-30 10-14 22-26 14-18 26-29 18-22 29-25 22-27 30-26 27-31 25-21 31-27 26-30 27-22 21-17 15-11 17-20 11-14 20-16 14-10 16-20 10-5 20-17 22-18 17-20 18-13 20-16 5-9 16-20 9-12 20-25 12-16 25-29 16-20 29-26 13-18 26-29 23-27 30-23 18-22 28-25 20-17 25-20 17-21 20-16 21-17 29-25 24-28 25-29 17-20 16-12 28-24	1-0
9-12 22-18 5-9 18-14 10-19 23-14 11-18 21-14 1-5 26-21 6-11 20-17 11-18 21-14 12-21 25-18 9-13 18-9 4-13 27-22 3-6 30-27 0-4 28-25 4-9 29-26 9-12 22-19 12-16 27-23 13-17 31-27 5-9 25-21 9-12 27-22 16-20 22-18 20-25	1-0
9-12 22-18 5-9 27-22 1-5 31-27 12-17 20-13 10-17 21-12 8-17 23-19 11-15 19-14 6-10 25-20 10-19 20-13 19-23 28-25 9-12 18-14 2-6 22-18 6-10 13-6 3-10-19 18-14 4-8 24-20 0-4 25-21 4-9 20-17 12-16 14-10 5-14 17-12 8-17 21-12-5 14-18 26-22 19-26 29-22-13 7-11 13-10 15-19 5-2 11-14 2-6 14-18 6-11 19-22	1/2-1/2
9-12 23-19 4-9 19-14 10-19 22-15 0-4 21-18 12-16 20-17 9-12 25-21 11-14 18-11 7-14 27-22 5-10 22-18 14-19 29-25 19-23 31-27 2-5 26-22 4-9 18-13 9-18 22-13 10-14 13-9 5-10 24-20 14-19 9-4 10-13 17-10 6-13 21-17 12-21 25-18-9 16-25 28-21 8-12 4-0 3-7 21-18 19-22 18-14 22-31 14-10 31-27 9-5 27-22 5-2 12-16 2-5 16-20 5-9 20-25 9-13 25-28 10-6 7-11 13-10 22-19 6-2 11-14 2-6 28-25 6-11 14-18 11-14 18-21 30-27 23-30 14-23 21-26 10-13 26-29 23-19 30-26 19-14 26-21 15-11 21-17 13-20 25-16 14-18 29-25 11-6 25-29	1/2-1/2
9-12 23-19 4-9 19-14 10-19 22-15 11-14 27-22 12-16 20-17 9-12 31-27 0-4 17-13 12-17 21-12 8-17 25-21 4-8 21-12 8-17 28-25 14-18 13-9 5-12 22-13 1-4 27-22 2-5 25-21 7-11 30-27 11-14 22-18 14-19 18-14 19-23 14-11 23-30 11-2 5-9 13-10 4-8 10-5 9-13 5-1 30-27	1/2-1/2
11-15 20-16 10-14 22-18 7-11 27-22 6-10 24-20 3-7 28-24 9-13 18-9 4-13 20-17 13-20 24-17 14-19 23-14 11-18-27 31-22 10-14 17-13 14-18 21-14 5-10 13-6 2-11-18-27 30-23 1-5 25-21 0-4 21-18 4-9 23-19 15-22 26-19 5-10 18-14 10-13 19-15 13-18 15-11 18-22 11-6 22-27 6-2 27-30 2-6 30-27 14-10 9-13 10-5 27-22 5-1 22-18 1-5 13-17 5-9 17-20 6-10 20-24 10-13 18-22 13-17 7-11 17-21 11-14 9-13 24-28 21-17 28-24 16-12 14-19 12-9 19-23 17-21 23-27 21-26 22-19 26-30 27-31 13-17 19-23 17-21	1/2-1/2
11-15 20-16 10-14 22-18 7-11 27-22 6-10 24-20 10-13 22-19 15-22 26-19-10 5-14 30-26 13-22 26-19-10 2-5 31-27 5-14 27-22 3-7 21-18 14-21 25-18 11-14 18-11 7-14 22-19 14-18 19-14 18-22 14-10 8-12 10-6 22-26 29-22 12-17 20-13 9-18-27 6-3 4-9 3-6 9-13 6-10 13-18 10-13 18-22 16-12 27-30 23-19 22-26 12-9 26-29 13-10 30-26 19-15 1-4 9-5 4-8 5-1 0-4 15-11 4-9 1-4 9-12 4-9 12-16 10-14 16-20 11-6 20-25 28-21 26-17 14-10 17-21 10-13 29-26 6-2 26-22 2-5 21-26 5-10 26-30 10-14 30-27 14-18 27-31 18-27	1/2-1/2
9-12 21-18 10-14 26-21 5-10 22-19 4-9 20-17 0-4 24-20 12-16 30-26 11-15 18-11 15-22 27-18 7-14 18-11 6-15 28-24 9-12 17-13 10-17 20-13 1-5 21-18 2-6 18-14 3-7 23-19 15-22 26-19 5-9 14-10 9-18 10-3 7-11 19-15 11-14 3-6 14-19 6-10 18-22 10-14 19-23 14-19 22-26 29-22 12-17 19-14 4-9 14-10 9-12 25-20 16-25 10-13 17-21 13-17 23-27 17-26 27-30 26-29 12-16 29-20 16-25 22-19 25-29 24-20 29-25 20-16 25-21 15-11 21-18 19-15 18-13 11-7 13-9 7-3 8-12 3-6 12-17 6-10 17-20 15-11 20-25 11-6 25-29 6-2 29-26 10-5 9-4 16-12 26-21 5-1 4-8 12-9 21-18 2-6 18-13 9-5 8-12 5-2 13-18 1-5 12-17 5-10 18-22 10-14 30-26 6-10 17-21 2-6 22-18 6-11 18-22 11-15 26-30 14-19 30-26 10-14 21-17 19-23 17-21 23-27 22-18 14-19 18-13 19-22 26-19 15-22 13-10 27-23 10-6 23-19 6-10 31-27 21-17 22-18 17-12 19-15 10-6 18-13 12-8 27-22	0-1
9-12 21-18 10-14 26-21 5-10 22-19 12-16 20-17 4-9 30-26 9-12 24-20 11-15 18-11 7-14 28-24 15-22 27-18-11 6-15 17-13 10-17 20-13 12-17 21-12 8-17 31-27 0-4 25-21 17-20 24-17 16-20 27-22 20-24 17-12 24-28 12-9 4-8 21-17 28-24 9-4 2-5 13-10 5-14 22-19 15-22 26-19-10 24-20 17-13 8-12 4-0 20-17 13-9 12-16 9-5 16-20 5-2 20-24 2-6 17-12 29-26 24-28 26-22 28-25 6-11 25-21 11-14 21-26 23-19 26-30 19-15 30-27 22-19 27-23 15-11 12-17 19-15 17-13 0-4 1-8 11-6 13-9 6-2 8-12 14-18 12-16 18-21 16-20 2-6 20-24 6-11 23-19 10-6 3-10 11-14 10-13 14-23 24-28 23-19 9-12 19-22 13-17 21-18	1/2-1/2
9-13 23-19 4-9 19-15 11-14 22-18 13-22 27-18-11 7-14 31-27 0-4 20-16 9-13 27-22 4-9 25-20 14-18 21-14 10-19 28-25 5-10 25-21 1-5 29-25 3-7 21-18 10-14 18-11 7-14 25-21 5-10 21-18 14-21 26-17 19-26 30-21 6-11 15-6 2-11 21-18 13-22 17-12 8-17 20-13-6 9-13 6-2 13-17 2-6 11-15 6-10 17-21 10-13 21-26 13-17	1/2-1/2
9-13 23-19 4-9 19-15 11-14 22-18 13-22 27-18-11 7-14 31-27 0-4 27-22 10-13 21-18 14-21 26-17-10 5-14 29-26 6-10 22-18 14-21 25-18 10-13 26-22 8-12 20-16 13-17 30-27 4-8 18-13 9-18 22-13 17-21 16-9 21-26 13-10 26-30 27-23 30-26 23-19 26-21 19-14 2-6 9-5 6-13 5-2 13-18 24-20 8-12 20-16 12-17 14-10 18-22 2-5 22-26 16-12 26-29 12-8 29-25 5-9 25-20 10-6 3-10 9-13 20-16 13-6 21-18 6-10 17-21 15-11 21-26 11-6 16-12 6-2 18-13	1-0
11-14 20-17 9-12 22-18 4-9 18-11 7-14 27-22 9-13 31-27 13-20 24-17 0-4 22-18 4-9 18-11 6-15 27-22 2-6 21-18 12-21 26-17 9-12 25-21 5-9 30-26 6-11 22-19 15-22 26-19 11-15 19-14 10-19 23-14 12-16 17-13 8-12 13-4 1-8 18-13 12-17 21-12 8-17 13-9 17-21 9-5 15-19 5-2 19-22 2-5 21-26 5-10 26-30 14-11 22-27 11-6 27-31 6-2 31-27 2-6 3-7 29-25 30-26 10-13 27-22 6-10 26-29 25-21 29-25 21-17 25-21 17-12 22-26	1/2-1/2
11-14 20-17 9-12 22-18 4-9 18-11 7-14 26-22 9-13 22-18 13-22 27-18-11 6-15 24-20 12-16 29-26 5-9 21-18 1-5 31-27 9-13 18-9 5-12-21 25-18 16-25 28-21 8-12 21-17 12-21 26-17 0-4 18-14 10-19 23-14 3-6 14-11 6-10 11-7 4-9 7-3 9-13 17-12 13-18 12-8 18-21 8-4 21-25 4-1 10-14 27-22 25-29 3-7 29-25 7-11 14-19 22-18 25-21 18-14 19-22 14-10 22-26 10-6 26-29 30-27 29-26 27-23 21-17 6-3 17-13 1-4 13-10 4-9 26-29 3-7 29-25 11-14 10-19 23-14 15-19 9-13 19-22 13-18 22-26 14-10 25-28	1/2-1/2
9-12 20-17 12-16 21-18 5-9 18-13 9-18 22-13 4-9 13-4 0-9 27-22 11-15 26-21 2-5 30-27 6-11 22-18 11-14 18-11 7-14 27-22 14-19 23-14 10-19-26 29-22 9-13 17-10 5-14 21-18 14-21 25-18 8-12 24-20 16-25 28-21 12-16 18-14 16-20 14-10 20-25 21-18 25-29 31-27 29-25 18-14 25-21 14-11 21-17 11-6 1-5 10-1 3-10 1-5 10-14 5-10 14-19 22-18 19-23 27-22 17-21 18-14 23-27 22-18 27-30 10-6 30-26 6-11 26-22 18-13 22-19 13-10 21-17 11-7 17-12 7-11 12-17 11-6 17-12 6-11 12-9 11-7 19-22 7-3 15-19 3-7 19-23 7-11 9-13 10-6 22-19 14-10 19-15 11-7 13-18 6-2	1/2-1/2
9-12 21-18 12-16 20-17 10-14 22-19 14-21 25-18 11-14 18-11 7-14 19-10 6-13-20 24-17 4-9 26-21 5-10 30-26 9-13 17-12 8-17 21-12 2-5 27-22 0-4 12-8 4-9 26-21 10-14 29-25 3-7 31-27 7-11 8-4 1-8 22-19 5-10 19-15 8-12 15-6 13-17 21-18 14-21 25-18 10-13 27-22 16-20 28-24 20-25 6-2 25-29 18-14 17-21 2-5 21-26 14-10 26-30 10-6 13-17 22-19 17-21 6-2 29-25 2-6 21-26 6-10 26-29 19-15 29-26 15-11 25-21 11-6 21-17 6-2 26-21 5-1 12-16 1-4 9-13	1/2-1/2
11-14 22-19 6-11 26-22 9-13 20-17 13-20 24-17 5-9 25-20 9-12 22-18 12-16 29-25 4-9 19-15 9-12 15-6 2-11 27-22 11-15 18-11 7-14 30-27 3-7 22-19 15-22 27-18-11 7-14 31-27 1-5 27-22 0-4 28-24 4-9 22-18 14-19 23-14 10-19 17-13 12-17 21-12 8-17 13-4 17-21 20-17 21-28 4-1	0-1
11-14 22-19 6-11 27-22 11-15 22-18 15-22 18-11 7-14 26-19 9-13 31-27 4-9 27-22 0-4 29-26 2-6 21-18 14-21 25-18 13-17 20-13 10-17 18-14 9-12 19-15 6-10 22-19 17-21 26-17 12-21 15-11 10-13 24-20 13-18 14-10 5-14 19-10 18-22 11-6 22-26 6-2 26-29 23-19 21-25 28-21 29-25 21-18 25-16 18-14 4-9 10-5 1-10 14-5 9-13 5-1 13-17 2-5 17-21 5-9 21-25 9-13 8-12 13-18 25-29 18-22 16-20 1-5 20-17 5-9 12-16 19-14 16-20 14-10 20-24 10-5 3-7 5-2 7-11 2-6 11-15 6-10 24-28 9-13 28-24 13-20 24-17 30-27 17-21 27-23 29-25 10-14 25-28 14-10 28-25 10-5 25-20	1/2-1/2
11-15 20-16 9-13 22-19 15-22 27-18-9 4-13 23-19 7-11 19-15 11-14 31-27 0-4 27-22 4-9 25-20 14-18 21-14 10-19 28-25 1-4 20-17 13-20 24-17 5-10 25-21 9-13 17-12 8-17 21-12 4-9 12-5 2-9 29-25 13-17 25-21 17-20 21-18 6-11 15-6 10-13 22-15 13-22-29 6-2 9-13 2-5 13-18 5-10 18-21 16-12 20-24 12-9 24-28 9-5 28-25 5-2 29-26 30-27 25-20 2-5 21-25 15-11 25-29 11-6 29-25 6-2 25-21 10-14 20-17 5-9 26-22 27-18 17-13 9-12 13-22 14-10 22-26 10-13 26-22 12-9 22-26 2-5 21-25 5-10 26-29 13-17 25-28 17-20 3-7 9-13 7-11 20-24 11-15 10-14 29-25	1/2-1/2
11-15 20-16 9-13 22-19 15-22 27-18-9 4-13 23-19 0-4 31-27 7-11 19-15 4-9 27-22 1-4 21-17 13-20 24-17 9-13 28-24 13-20 24-17 4-9 25-21 9-13 17-12 8-17 21-12 5-9 12-5 2-9 26-21 3-7 29-25 11-14 25-20 9-12 16-9 13-18 22-13 10-17-24 9-5 24-28 5-1 28-25 21-17 25-21 17-13 21-17 13-9 14-18 1-5 18-21 9-4 21-25 5-9 25-29 4-1 29-25 1-5 17-21 9-12 25-20 12-9 21-18 9-4 20-17 4-1 18-14 5-9 17-21 1-5 21-18 9-4 14-19 4-9 19-23 9-12 18-14 12-9 6-10 30-26 14-19 5-14 19-10 26-21 23-19 21-17 10-6 17-12 7-11 12-8 11-14 8-4 14-18 4-1 19-14 1-4 6-10 4-1 10-13 1-4 13-17 4-1 18-22 1-5 22-27 5-2 27-30 9-5 30-26 5-10	1/2-1/2
10-14 22-18 9-13 18-9 4-13 26-22 6-10 22-19 0-4 21-17 4-9 19-15 2-6 30-26 1-4 27-22 14-19 23-14 11-18-27 31-22 13-18 22-13 9-18 17-12 8-17 20-13 10-17 25-21 18-25 28-21-12 4-8 29-25 8-17 25-21 17-20 24-17 5-9 26-22 6-10 21-18 3-6 22-19 7-11 19-14 10-19 17-13 9-12 13-9 19-22 9-5 22-26 5-2 26-30 18-13 30-26 2-5 26-21 5-10	1/2-1/2
10-14 22-18 9-13 18-9 4-13 21-17 0-4 17-10 6-13 27-22 4-9 22-19 5-10 19-15 3-6 25-21 2-5 21-17 14-19 23-14 11-18 26-22 18-27 31-22 1-4 22-19 13-18 20-16 18-22 28-25 7-11 25-21 11-14 30-26 14-23 26-19 23-27 21-18 27-30 18-14 30-27 14-11 27-23 11-2 23-14 16-12 9-16 2-9-0 14-18 24-20 16-25 29-20 10-14 0-4 14-19 4-9	0-1
10-13 21-18 11-14 18-11 7-14 26-21 13-18 22-13 9-18 23-19 14-23 21-14 6-10 29-26 10-19 27-22 4-9 22-15 9-13 31-27 0-4 27-22 4-9 25-21 9-12 20-17 13-20 24-17 5-10 22-18 2-6 26-22 3-7 18-13 1-4 15-11 7-14 22-18 14-19 18-14 19-22 14-5 22-26 21-18 12-21 18-14 26-29 5-2 8-12 2-11 12-17 14-10 4-8 11-14 8-12	1/2-1/2
