#  International Draughts transcripts generated by TD(lambda) training.
#  Results:
#      1-0: Light (side to move first) won
#      0-1: Dark won
#      1/2-1/2: Draw
#  Starting position  <t>  Space-separated list of moves  <t>  Result
Draughts	16-21 31-25 15-20 25-16 12-21 34-28 21-25 30-21 17-22 36-31 11-16 21-12 7-16 28-24 19-28 33-24 18-29 32-26 22-27 26-21 16-25-36 41-32-23 14-19 37-33 2-7 38-34 29-38-27-18 35-30 13-17 46-41 19-24 44-38 5-11 38-34 0-5 43-38 17-23 48-44 7-13 38-33 24-28 33-24 18-29-38 44-33 13-17 33-27 23-32 30-25 20-31 42-36 31-42 47-36-27 10-15 27-22 17-26 39-34 3-7 49-44 5-10 41-36 6-12 45-41 12-16 44-38 8-13 36-31 26-35-46 40-35 46-30 34-28 13-17 38-34 1-5 34-29 15-20 28-24 7-13 24-19 20-25 19-14 9-18 29-24 18-29	1-0
Draughts	18-23 32-27 23-32 36-27 17-23 27-18 13-24 37-32 24-29 31-25 16-22 33-28 15-20 43-37 20-31 35-26-17 12-23 28-17 14-18 32-26 9-14 26-21 7-13 41-35 13-22 47-43 8-13 38-33 29-38-47-36 37-32 36-27-38 44-33 2-7 33-27 22-33 45-41 4-9 49-44 6-12 21-15 11-20 48-43 3-8 46-42 18-23 42-37 33-42 43-38 42-47 38-34 47-29 35-31 1-6 30-25 29-18 25-21 6-11 31-25 20-31 44-38 31-35 40-31 23-27 41-36 18-23 21-16 11-22 31-26 22-31-42 38-33 27-38 39-34 38-29	1-0
Draughts	16-21 32-26 21-32 36-27 17-22 27-16 12-21 31-25 15-20 25-16 11-22 33-28 18-24 42-36 24-33-42-31 35-26-17 13-22 38-33 7-12 43-37 8-13 33-27 22-33-42 46-37 4-8 44-38 19-24 49-44 13-18 37-32 14-19 32-26 24-29 41-35 12-17 48-43 6-11 45-41 9-14 30-25 20-31-22 35-30 2-7 34-28 22-26 43-37 1-6 41-35 29-34 38-29 26-31 35-26 8-13 28-23 17-28 37-33 28-37 26-22 13-17 22-13-2 19-24 47-43 37-48 40-35 3-7 2-13 18-7 29-18-9 48-43 35-31 6-12 30-25 43-32 31-26 32-21-30 9-4 10-15 4-22 30-21 22-31 21-37 39-34 7-13 31-8 37-42 8-40 42-31 40-17-1-10-37 11-16 37-48 16-22 34-28 22-27 28-24 0-5 24-18 5-11 48-15 11-20 18-14 20-25 14-8 25-31 44-38 31-36 38-34 36-41 34-28 41-46 28-24 46-19-3	1-0
Draughts	15-20 34-28 10-15 39-34 17-23 28-17 13-22 33-28 5-10 32-27 22-33-24 34-28 24-33 38-27 18-24 27-22 16-27 31-26 1-5 35-31 12-17 26-21 15-26-35 40-31 27-32 37-26 17-23 43-38 23-28 26-21 7-13 41-35 6-12 46-41 12-17 47-43 28-33 38-27 13-18 36-32 17-22 27-16 11-22 31-25 20-31-40 41-36 8-13 30-25 3-8 45-41 2-6 32-27 22-33 43-37 24-28 37-32 18-23 44-38 33-44 48-39 10-15 21-10-1-12 19-24 32-26 13-17 26-22 17-26 12-6 24-29 36-31 26-35-46-37 39-34 29-38 49-44 38-49 6-1 8-13 1-17 13-22 25-21 22-27 21-16 49-38 16-12 38-33 12-6 40-45 6-1 33-49 1-12 37-43 12-1 49-44 1-6 44-39 6-1 45-40 1-10 40-8 10-48 8-35 48-26 35-22	1-0
Draughts	16-22 34-28 22-27 32-23 18-27 33-22 17-26 31-22 12-17 36-31 17-26 31-22 19-24 28-19 7-12 37-32 12-17 42-36 17-26-37 43-32 15-21 32-26 21-32 36-27 11-15 27-23 15-21 47-42 13-17 23-12 6-17 42-36 10-15 35-31 2-7 48-43 15-20 39-34 7-12 40-35 17-22 43-37 14-18 46-42 3-7 31-25 20-31-40 36-31 8-14 19-8 4-13 34-28 21-26 37-32 26-35-46-37-26 38-33 18-23 28-17-8 12-16 44-38 26-32 30-25 32-37 33-42 1-6 25-20 7-13 8-17-26 5-10 26-22 16-27 45-41 0-5 42-37 10-15 20-11-2 27-32 37-26 9-14 38-33 14-18 2-24 5-11 24-2 40-45 2-20 45-32-21 20-42 21-16 49-44 16-38-49 42-31 49-5 31-8 5-38 8-13 38-27 13-22 27-11	1-0
Draughts	18-24 34-29 17-22 29-18 13-24 32-27 7-13 31-26 22-31 35-26 15-21 26-15 10-21 39-34 3-7 34-29 13-18 38-34 7-13 36-32 11-15 44-38 13-17 42-36 24-28 33-24-13-22-11-20 21-25 20-31 12-16 38-33 16-21 43-38 6-11 48-44 8-13 47-42 14-18 32-26 21-32-43 38-47 11-15 44-39 18-24 29-18-7 2-13 42-37 19-24 34-28 24-29 46-42 13-17 47-43 17-22 27-16 29-34 36-32 34-23 43-38 1-6 32-26 15-20 49-44 23-28 33-24 5-11 16-5 0-11 39-34 6-12 24-18 4-8 34-28 12-17 18-13 8-14 13-22 11-15 31-25 20-31 26-35 15-20 35-31 20-25 31-20 14-18 41-35 18-23 28-17 9-14 45-41 14-19 17-13 19-24 30-25 24-29 25-21 29-34 38-29	0-1
Draughts	16-22 32-27 15-21 27-16-25 18-23 36-32 23-27 33-22 17-26 31-22 12-17 25-20 17-26 32-21 19-24 37-33 7-12 21-16 11-22 33-28 24-33 38-27-16-7-18 14-23 43-37 8-14 41-36 6-11 37-33 4-8 44-38 23-27 33-22 14-19 35-31 9-14 42-37 8-13 31-25 2-7 36-31 14-18 22-17 13-22 31-26 22-31 25-36 3-8 30-25 7-13 48-44 10-15 36-31 11-16 20-11-22 18-23 45-41 23-27 22-33 13-18 34-29 5-11 41-35 18-24 29-18 1-5 18-14 19-24 14-3 24-29 3-7 11-16 7-21 29-34 38-29 5-10 47-43 10-15 21-10 0-5 10-1	0-1
Draughts	16-22 33-28 22-27 32-23 18-27 38-33 27-38-29 30-25 12-16 31-26 17-22 26-17 13-22 37-32 7-13 28-24 19-28 35-30 15-20 43-37 20-31 36-25 22-27 32-23-34 29-38 44-33 13-18 39-34 18-24 25-20 11-15 20-11-22 6-12 22-17 12-23 41-36 14-19 33-28 24-33 37-28-17 5-11 47-43 11-16 43-38 1-5 48-43 19-24 45-41 5-11 17-13 8-17 36-31 11-15 42-36 24-29 31-26 16-22 49-44 22-31-42 46-37 15-21 30-25 21-30 41-36 9-14 37-33 4-9 44-39 10-15 34-28 3-8 36-31 17-23 28-17 2-7 31-25 30-21 38-34 29-38-27 40-35 14-19 43-37 9-14 17-12 7-16 35-30 27-32 37-26 21-32 30-25 32-37 39-34 15-20 34-28 20-31 28-24 19-28	1-0
Draughts	16-21 31-26 12-16 33-27 7-12 35-31 21-25 30-21 16-25 31-20 15-21 26-15 10-21 40-35 18-24 38-33 24-29 33-28 29-38 43-34 2-7 28-24 19-28 34-23 17-28 39-34 28-39 45-40 14-19 32-26 21-32-23 35-31 19-24 40-35 23-27 31-25 24-29 25-21 13-18 35-30 9-14 36-31 29-34 21-16 12-21 37-33 27-38 44-33 21-26 31-22 7-12 41-36 3-7 48-44 39-48 46-41 18-23 47-43 48-37-46-35-13 33-28 13-18 28-17 12-23 20-15 11-20 36-32 34-38 30-25 20-31 32-27 23-32 49-44 38-49	1-0
Draughts	16-21 32-26 21-32 36-27 18-23 27-18 13-24 34-28 7-13 41-36 24-29 33-27 14-18 46-41 11-16 38-33 19-24 28-19 6-11 31-25 9-14 35-31 16-22 27-16-7 3-12 31-26 1-6 44-38 17-22 26-17 12-23 48-44 13-17 40-35 15-21 25-16 11-22 36-32 6-11 42-36 22-26 32-21 23-27 33-22-13-24 29-18 47-42 18-23 36-32 23-27 32-23 14-18 23-14-3 2-6 21-15 10-21 3-25 11-15 25-31 4-8 31-4 5-10 4-17 6-12 17-6-20 10-15 20-2 0-5 19-14 5-11 2-15	0-1
